Time,ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,StripperTemperatureDegC,CompressorWorkkW,abnormality_score,Recommended_Action
2004-01-05 18:39:00,42.434,2709.9,74.85,120.43,0.36341,79.718,66.031,342.56,9.42,System Normal
2004-01-05 18:40:00,42.462,2712.0,74.681,120.39,0.32314,79.672,65.93,342.63,9.88,System Normal
2004-01-05 18:41:00,42.111,2715.9,75.216,120.42,0.32269,79.854,65.869,342.7,9.5,System Normal
2004-01-05 18:42:00,41.903,2718.3,74.576,120.41,0.34537,80.027,65.876,342.39,11.61,System Normal
2004-01-05 18:43:00,42.53,2721.9,74.104,120.44,0.34667,80.375,65.954,343.56,100.0,ACTION: General anomaly detected. Operator to review all process variables.
2004-01-05 18:44:00,42.46,2717.5,74.923,120.4,0.3454,80.052,65.983,343.52,20.61,System Normal
2004-01-05 18:45:00,42.432,2712.3,75.143,120.38,0.34513,79.633,65.856,343.06,9.7,System Normal
2004-01-05 18:46:00,42.453,2709.0,74.379,120.38,0.36133,79.406,65.715,343.2,68.49,ACTION: Inform shift supervisor of the deviation.
2004-01-05 18:47:00,42.555,2710.6,75.429,120.39,0.35554,79.672,65.572,342.76,8.95,System Normal
2004-01-05 18:48:00,42.496,2716.0,75.243,120.43,0.33107,80.175,65.627,342.06,3.72,System Normal
2004-01-05 18:49:00,42.369,2717.2,74.307,120.39,0.32756,80.361,65.734,342.59,18.04,System Normal
2004-01-05 18:50:00,42.133,2713.2,74.916,120.4,0.339,80.016,65.707,342.01,2.32,System Normal
2004-01-05 18:51:00,42.159,2710.0,75.232,120.38,0.33892,79.754,65.622,341.78,5.26,System Normal
2004-01-05 18:52:00,42.528,2707.9,75.429,120.38,0.338,79.648,65.536,341.67,11.13,System Normal
2004-01-05 18:53:00,42.612,2708.4,74.639,120.4,0.33904,79.717,65.406,341.72,3.99,System Normal
2004-01-05 18:54:00,42.619,2712.4,74.576,120.4,0.32023,79.907,65.38,341.74,18.82,System Normal
2004-01-05 18:55:00,42.35,2714.2,74.18,120.42,0.32367,79.968,65.371,341.71,2.73,System Normal
2004-01-05 18:56:00,42.005,2715.1,75.167,120.37,0.34552,80.046,65.385,341.66,5.68,System Normal
2004-01-05 18:57:00,42.418,2714.3,75.121,120.42,0.34484,79.951,65.371,341.57,21.62,System Normal
2004-01-05 18:58:00,42.223,2714.8,75.168,120.38,0.3463,79.828,65.341,341.84,8.25,System Normal
2004-01-05 18:59:00,42.593,2715.4,74.626,120.43,0.34346,79.872,65.3,341.79,21.62,System Normal
2004-01-05 19:00:00,42.264,2716.2,75.596,120.39,0.35116,80.113,65.312,341.38,11.46,System Normal
2004-01-05 19:01:00,42.168,2715.9,75.332,120.43,0.34442,80.228,65.35,341.48,13.92,System Normal
2004-01-05 19:02:00,42.595,2712.3,75.302,120.4,0.31696,79.933,65.356,341.34,2.01,System Normal
2004-01-05 19:03:00,42.081,2713.8,75.262,120.41,0.31802,80.021,65.264,341.12,14.03,System Normal
2004-01-05 19:04:00,42.256,2711.3,74.637,120.37,0.32279,79.935,65.222,341.17,11.37,System Normal
2004-01-05 19:05:00,42.352,2711.5,75.829,120.35,0.32393,79.855,65.192,341.4,1.45,System Normal
2004-01-05 19:06:00,42.212,2710.3,75.731,120.41,0.33402,79.72,65.095,341.05,14.62,System Normal
2004-01-05 19:07:00,42.178,2710.4,75.803,120.35,0.33608,79.667,65.057,341.2,15.74,System Normal
2004-01-05 19:08:00,41.988,2712.3,74.617,120.39,0.33263,79.834,65.018,341.4,1.51,System Normal
2004-01-05 19:09:00,42.688,2712.8,74.903,120.38,0.33119,79.871,65.046,341.7,1.07,System Normal
2004-01-05 19:10:00,42.471,2713.9,74.726,120.42,0.30854,79.982,65.068,341.47,9.7,System Normal
2004-01-05 19:11:00,42.1,2712.9,74.533,120.41,0.30759,80.036,65.093,341.33,15.8,System Normal
2004-01-05 19:12:00,42.36,2713.2,75.655,120.41,0.31906,80.266,65.134,341.23,22.47,System Normal
2004-01-05 19:13:00,42.44,2709.5,76.089,120.37,0.32114,80.047,65.164,340.52,3.58,System Normal
2004-01-05 19:14:00,42.373,2705.2,75.134,120.4,0.33416,79.835,65.095,340.94,5.06,System Normal
2004-01-05 19:15:00,42.486,2703.2,74.658,120.37,0.33505,79.72,65.006,340.86,51.85,ACTION: General anomaly detected. Operator to review all process variables.
2004-01-05 19:16:00,42.366,2702.2,75.626,120.35,0.3199,79.796,64.965,340.53,23.6,System Normal
2004-01-05 19:17:00,42.123,2702.7,75.13,120.39,0.31799,79.926,64.945,340.13,11.12,System Normal
2004-01-05 19:18:00,42.352,2702.7,75.511,120.37,0.34677,79.845,64.966,340.17,7.33,System Normal
2004-01-05 19:19:00,42.139,2703.3,75.368,120.42,0.34205,79.88,64.954,340.4,15.59,System Normal
2004-01-05 19:20:00,42.43,2706.2,74.926,120.41,0.33713,80.099,64.983,340.76,2.29,System Normal
2004-01-05 19:21:00,42.443,2704.9,74.302,120.43,0.33939,80.123,65.031,339.46,1.96,System Normal
2004-01-05 19:22:00,42.564,2706.3,75.111,120.39,0.3378,80.328,65.112,339.46,22.16,System Normal
2004-01-05 19:23:00,42.312,2707.0,76.181,120.43,0.33467,80.365,65.207,340.0,36.82,System Normal
2004-01-05 19:24:00,42.059,2701.6,75.363,120.41,0.36126,79.994,65.231,339.42,7.9,System Normal
2004-01-05 19:25:00,42.549,2700.3,75.145,120.41,0.35591,80.03,65.158,339.38,22.41,System Normal
2004-01-05 19:26:00,42.362,2702.3,74.41,120.41,0.31641,80.295,65.192,339.94,18.27,System Normal
2004-01-05 19:27:00,42.342,2701.0,74.672,120.39,0.31798,80.219,65.254,339.33,8.31,System Normal
2004-01-05 19:28:00,42.138,2701.8,75.932,120.39,0.32972,80.303,65.273,339.54,2.31,System Normal
2004-01-05 19:29:00,42.067,2700.4,74.071,120.4,0.33226,80.215,65.287,339.5,3.0,System Normal
2004-01-05 19:30:00,41.586,2701.3,75.186,120.37,0.3246,80.233,65.305,339.69,2.32,System Normal
2004-01-05 19:31:00,42.095,2701.2,74.703,120.4,0.31998,80.103,65.325,340.02,20.64,System Normal
2004-01-05 19:32:00,42.469,2700.4,74.702,120.36,0.33093,79.901,65.279,340.01,66.07,ACTION: Inform shift supervisor of the deviation.
2004-01-05 19:33:00,42.263,2703.0,75.24,120.41,0.33099,80.084,65.272,340.43,4.83,System Normal
2004-01-05 19:34:00,42.307,2706.0,74.466,120.39,0.33069,80.369,65.349,340.38,4.35,System Normal
2004-01-05 19:35:00,42.439,2705.5,74.631,120.4,0.33474,80.231,65.433,341.01,15.24,System Normal
2004-01-05 19:36:00,41.958,2706.4,75.327,120.41,0.32912,80.215,65.473,340.96,22.36,System Normal
2004-01-05 19:37:00,42.26,2705.8,75.047,120.39,0.33015,80.125,65.521,340.75,9.6,System Normal
2004-01-05 19:38:00,42.327,2703.8,75.723,120.42,0.31945,79.918,65.536,340.8,6.52,System Normal
2004-01-05 19:39:00,42.539,2703.7,75.529,120.4,0.31808,79.981,65.533,341.12,18.48,System Normal
2004-01-05 19:40:00,42.226,2704.7,74.305,120.39,0.34186,80.14,65.587,341.76,1.02,System Normal
2004-01-05 19:41:00,42.397,2704.7,75.4,120.4,0.33891,80.147,65.652,342.0,13.74,System Normal
2004-01-05 19:42:00,42.096,2706.6,75.175,120.41,0.32735,80.231,65.705,342.24,28.68,System Normal
2004-01-05 19:43:00,41.898,2706.3,74.625,120.4,0.32277,79.966,65.7,342.81,23.97,System Normal
2004-01-05 19:44:00,42.764,2707.0,74.771,120.43,0.35407,79.996,65.695,342.23,11.07,System Normal
2004-01-05 19:45:00,42.053,2707.6,74.333,120.38,0.35389,79.923,65.711,343.27,19.85,System Normal
2004-01-05 19:46:00,42.522,2707.0,74.721,120.41,0.35189,79.84,65.692,342.87,5.43,System Normal
2004-01-05 19:47:00,42.499,2708.8,75.565,120.38,0.34937,80.064,65.76,343.04,8.01,System Normal
2004-01-05 19:48:00,42.239,2710.6,75.099,120.44,0.3371,80.193,65.837,343.08,24.87,System Normal
2004-01-05 19:49:00,42.723,2708.3,74.753,120.4,0.33991,80.128,65.913,342.88,1.61,System Normal
2004-01-05 19:50:00,42.328,2708.9,75.362,120.41,0.34209,80.064,65.938,343.2,2.65,System Normal
2004-01-05 19:51:00,42.169,2707.0,74.36,120.41,0.34217,79.962,65.935,343.22,4.71,System Normal
2004-01-05 19:52:00,42.161,2707.9,75.309,120.38,0.32321,80.126,65.951,343.02,2.04,System Normal
2004-01-05 19:53:00,42.581,2707.4,75.464,120.42,0.32872,80.192,66.033,343.08,6.05,System Normal
2004-01-05 19:54:00,42.351,2705.4,74.979,120.38,0.33907,79.97,66.073,343.17,14.2,System Normal
2004-01-05 19:55:00,42.728,2702.5,74.516,120.4,0.33876,79.675,66.01,342.69,10.0,System Normal
2004-01-05 19:56:00,42.408,2703.6,74.484,120.39,0.33137,79.812,65.96,343.24,2.71,System Normal
2004-01-05 19:57:00,42.395,2706.7,74.239,120.38,0.33432,79.975,65.972,342.72,3.38,System Normal
2004-01-05 19:58:00,42.508,2706.9,74.759,120.4,0.3409,80.057,66.034,342.36,1.02,System Normal
2004-01-05 19:59:00,42.615,2711.0,75.095,120.43,0.34176,80.261,66.089,342.44,14.26,System Normal
2004-01-05 20:00:00,42.439,2712.6,74.96,120.4,0.33069,80.27,66.188,343.18,22.7,System Normal
2004-01-05 20:01:00,42.405,2710.5,74.466,120.4,0.32381,80.038,66.199,343.17,3.03,System Normal
2004-01-05 20:02:00,42.548,2709.2,74.949,120.39,0.33516,79.89,66.148,343.11,2.32,System Normal
2004-01-05 20:03:00,42.869,2711.6,75.473,120.41,0.33272,80.018,66.154,343.33,3.74,System Normal
2004-01-05 20:04:00,42.537,2710.4,74.948,120.38,0.34809,79.856,66.118,343.06,15.16,System Normal
2004-01-05 20:05:00,42.281,2712.0,74.192,120.42,0.35023,79.935,66.085,343.6,6.48,System Normal
2004-01-05 20:06:00,42.719,2711.4,74.546,120.38,0.33412,79.907,66.102,343.58,8.47,System Normal
2004-01-05 20:07:00,42.429,2711.7,74.901,120.41,0.33243,79.985,66.137,343.28,24.31,System Normal
2004-01-05 20:08:00,42.085,2709.0,74.928,120.41,0.3454,79.894,66.114,343.39,5.38,System Normal
2004-01-05 20:09:00,42.456,2705.9,74.836,120.39,0.34828,79.685,66.12,343.56,7.97,System Normal
2004-01-05 20:10:00,42.282,2705.7,73.756,120.4,0.34078,79.693,66.06,343.28,14.5,System Normal
2004-01-05 20:11:00,42.311,2708.1,76.211,120.38,0.33937,79.932,66.035,343.0,15.22,System Normal
2004-01-05 20:12:00,42.355,2707.0,74.496,120.41,0.30988,79.929,66.049,342.46,8.03,System Normal
2004-01-05 20:13:00,42.074,2710.3,75.855,120.41,0.30766,80.204,66.066,342.78,9.07,System Normal
2004-01-05 20:14:00,42.82,2708.9,75.357,120.38,0.3469,80.262,66.16,342.43,12.81,System Normal
2004-01-05 20:15:00,42.531,2707.1,74.986,120.39,0.3467,80.124,66.148,342.03,8.18,System Normal
2004-01-05 20:16:00,42.224,2705.6,75.661,120.39,0.32973,79.818,66.072,341.8,14.76,System Normal
2004-01-05 20:17:00,42.427,2708.2,74.133,120.4,0.33085,79.966,66.019,342.17,4.25,System Normal
2004-01-05 20:18:00,42.567,2707.1,74.95,120.39,0.33729,79.904,65.967,341.97,8.82,System Normal
2004-01-05 20:19:00,42.88,2708.2,74.818,120.4,0.33803,80.063,65.927,341.68,2.46,System Normal
2004-01-05 20:20:00,42.458,2707.0,74.995,120.41,0.34678,80.185,65.958,341.72,15.79,System Normal
2004-01-05 20:21:00,42.281,2704.2,75.558,120.37,0.34563,80.006,65.962,341.72,7.36,System Normal
2004-01-05 20:22:00,41.913,2703.2,75.418,120.4,0.32288,80.034,65.915,341.53,16.09,System Normal
2004-01-05 20:23:00,42.286,2701.4,74.199,120.36,0.32426,80.021,65.912,341.11,58.12,ACTION: Inform shift supervisor of the deviation.
2004-01-05 20:24:00,42.398,2700.2,75.981,120.42,0.35972,80.11,65.87,340.55,42.98,System Normal
2004-01-05 20:25:00,42.405,2700.2,74.368,120.41,0.35874,80.356,65.916,339.53,19.03,System Normal
2004-01-05 20:26:00,41.939,2700.3,75.077,120.39,0.3225,80.311,65.939,339.79,3.69,System Normal
2004-01-05 20:27:00,42.217,2698.2,74.497,120.38,0.32238,80.043,65.896,339.27,4.41,System Normal
2004-01-05 20:28:00,42.055,2700.4,74.469,120.37,0.33014,80.058,65.806,339.52,26.19,System Normal
2004-01-05 20:29:00,42.493,2703.8,74.967,120.42,0.32875,80.354,65.798,339.62,6.99,System Normal
2004-01-05 20:30:00,42.438,2703.4,75.156,120.39,0.33326,80.211,65.792,339.82,7.73,System Normal
2004-01-05 20:31:00,42.481,2705.7,74.864,120.41,0.32999,80.136,65.743,340.15,2.46,System Normal
2004-01-05 20:32:00,42.518,2707.1,74.897,120.42,0.31878,80.209,65.747,339.85,5.85,System Normal
2004-01-05 20:33:00,42.413,2708.9,75.409,120.44,0.3214,80.208,65.737,340.2,13.24,System Normal
2004-01-05 20:34:00,42.607,2708.4,75.541,120.4,0.34463,80.144,65.737,339.9,13.64,System Normal
2004-01-05 20:35:00,42.103,2707.2,74.677,120.42,0.34209,80.105,65.716,340.27,11.39,System Normal
2004-01-05 20:36:00,42.488,2710.1,75.149,120.42,0.34474,80.339,65.739,340.32,15.05,System Normal
2004-01-05 20:37:00,42.429,2704.7,73.955,120.41,0.34113,80.082,65.766,339.75,5.45,System Normal
2004-01-05 20:38:00,42.349,2701.5,75.469,120.38,0.32748,79.872,65.683,339.59,9.29,System Normal
2004-01-05 20:39:00,42.406,2703.8,75.437,120.41,0.33085,80.116,65.673,340.03,9.01,System Normal
2004-01-05 20:40:00,42.439,2705.0,74.899,120.37,0.33681,80.096,65.732,341.77,0.39,System Normal
2004-01-05 20:41:00,42.331,2705.0,74.89,120.38,0.33786,80.037,65.715,341.75,3.51,System Normal
2004-01-05 20:42:00,42.289,2704.5,74.889,120.39,0.33717,80.125,65.721,341.63,15.56,System Normal
2004-01-05 20:43:00,42.339,2705.3,76.203,120.42,0.33742,80.183,65.751,341.56,45.8,System Normal
2004-01-05 20:44:00,42.513,2703.5,74.432,120.38,0.32186,80.002,65.754,341.58,7.64,System Normal
2004-01-05 20:45:00,42.398,2703.3,75.739,120.42,0.32244,79.956,65.698,341.4,7.97,System Normal
2004-01-05 20:46:00,42.348,2702.4,74.921,120.41,0.34114,79.937,65.664,341.23,1.99,System Normal
2004-01-05 20:47:00,42.247,2702.7,74.804,120.41,0.34354,80.032,65.661,340.73,1.74,System Normal
2004-01-05 20:48:00,42.521,2705.7,74.902,120.4,0.33408,80.216,65.688,341.57,1.02,System Normal
2004-01-05 20:49:00,41.902,2707.2,75.157,120.39,0.33236,80.347,65.769,341.41,0.85,System Normal
2004-01-05 20:50:00,42.556,2705.7,75.215,120.41,0.35571,80.417,65.849,341.51,16.09,System Normal
2004-01-05 20:51:00,42.186,2701.6,74.76,120.39,0.35423,80.04,65.876,341.1,5.34,System Normal
2004-01-05 20:52:00,42.165,2701.8,75.086,120.43,0.32371,80.037,65.806,341.0,8.13,System Normal
2004-01-05 20:53:00,42.372,2703.0,73.94,120.4,0.32678,80.206,65.866,341.72,3.27,System Normal
2004-01-05 20:54:00,42.34,2702.2,75.997,120.37,0.35593,80.309,65.93,341.3,5.69,System Normal
2004-01-05 20:55:00,42.692,2702.7,75.317,120.39,0.35392,80.237,65.953,341.56,3.41,System Normal
2004-01-05 20:56:00,42.513,2703.1,74.959,120.37,0.3305,80.099,65.956,341.66,4.92,System Normal
2004-01-05 20:57:00,42.45,2703.6,74.466,120.38,0.32597,79.846,65.879,342.12,4.02,System Normal
2004-01-05 20:58:00,42.195,2703.4,75.263,120.39,0.33355,79.837,65.818,342.09,4.77,System Normal
2004-01-05 20:59:00,42.685,2704.1,74.848,120.42,0.3392,79.941,65.801,341.77,23.39,System Normal
2004-01-05 21:00:00,42.448,2707.4,75.044,120.42,0.33861,80.357,65.852,341.8,9.84,System Normal
2004-01-05 21:01:00,42.148,2704.6,75.411,120.42,0.33626,80.228,65.93,341.65,0.49,System Normal
2004-01-05 21:02:00,42.738,2702.6,75.747,120.41,0.30522,80.151,65.963,341.35,45.27,System Normal
2004-01-05 21:03:00,42.137,2702.9,75.156,120.39,0.30754,80.26,65.973,341.14,5.83,System Normal
2004-01-05 21:04:00,42.378,2702.0,75.465,120.43,0.31471,80.287,66.021,340.46,3.46,System Normal
2004-01-05 21:05:00,42.355,2700.0,74.982,120.41,0.31345,80.179,65.986,340.18,10.51,System Normal
2004-01-05 21:06:00,42.298,2697.3,75.047,120.39,0.35482,80.087,65.951,339.78,16.8,System Normal
2004-01-05 21:07:00,42.354,2699.5,74.423,120.36,0.35442,80.426,65.967,339.74,44.69,System Normal
2004-01-05 21:08:00,42.067,2699.3,75.346,120.43,0.32347,80.286,65.989,339.39,2.52,System Normal
2004-01-05 21:09:00,42.41,2699.1,75.775,120.37,0.32582,80.242,65.992,339.28,5.01,System Normal
2004-01-05 21:10:00,42.199,2697.0,75.727,120.41,0.35794,80.212,65.95,339.11,7.8,System Normal
2004-01-05 21:11:00,42.198,2695.3,75.608,120.38,0.36242,80.177,65.967,338.71,21.94,System Normal
2004-01-05 21:12:00,41.874,2696.9,75.692,120.43,0.341,80.285,65.981,338.91,9.4,System Normal
2004-01-05 21:13:00,42.276,2698.5,74.869,120.4,0.34076,80.343,65.987,339.22,6.06,System Normal
2004-01-05 21:14:00,42.386,2697.4,75.866,120.43,0.32901,80.193,66.026,338.74,14.0,System Normal
2004-01-05 21:15:00,42.719,2697.1,74.65,120.41,0.32737,80.156,65.972,338.59,5.57,System Normal
2004-01-05 21:16:00,42.127,2697.7,75.341,120.4,0.35304,80.322,65.992,338.82,2.13,System Normal
2004-01-05 21:17:00,42.512,2696.0,75.208,120.38,0.35807,80.263,65.982,339.07,17.53,System Normal
2004-01-05 21:18:00,42.214,2696.9,74.18,120.41,0.31663,80.134,65.958,338.95,20.59,System Normal
2004-01-05 21:19:00,42.246,2698.0,75.419,120.39,0.31895,80.29,65.951,339.43,1.7,System Normal
2004-01-05 21:20:00,42.362,2702.3,75.046,120.41,0.34792,80.772,66.018,339.47,5.75,System Normal
2004-01-05 21:21:00,42.028,2698.9,74.348,120.39,0.34554,80.566,66.104,338.91,19.73,System Normal
2004-01-05 21:22:00,42.4,2694.7,76.718,120.4,0.35887,80.176,66.048,339.65,21.26,System Normal
2004-01-05 21:23:00,42.226,2695.2,74.739,120.4,0.36067,80.132,65.936,339.8,16.35,System Normal
2004-01-05 21:24:00,42.131,2698.1,74.685,120.38,0.32584,80.262,65.861,340.12,2.73,System Normal
2004-01-05 21:25:00,42.425,2699.9,74.884,120.42,0.32158,80.342,65.893,339.91,14.24,System Normal
2004-01-05 21:26:00,42.546,2701.6,75.092,120.41,0.36032,80.447,65.917,340.04,8.25,System Normal
2004-01-05 21:27:00,42.618,2700.6,75.076,120.44,0.36138,80.362,65.929,339.92,21.87,System Normal
2004-01-05 21:28:00,42.453,2696.7,75.258,120.41,0.35196,80.119,65.906,340.01,9.28,System Normal
2004-01-05 21:29:00,42.644,2695.9,75.103,120.42,0.35151,80.204,65.881,339.65,15.79,System Normal
2004-01-05 21:30:00,42.343,2697.3,75.622,120.41,0.33768,80.268,65.885,339.84,17.32,System Normal
2004-01-05 21:31:00,42.679,2696.8,75.081,120.37,0.33912,80.285,65.904,340.02,6.81,System Normal
2004-01-05 21:32:00,42.893,2698.9,74.29,120.39,0.34418,80.33,65.952,340.0,5.2,System Normal
2004-01-05 21:33:00,42.485,2701.0,74.571,120.39,0.34093,80.386,65.964,340.48,16.68,System Normal
2004-01-05 21:34:00,42.484,2700.1,73.126,120.42,0.3626,80.249,65.989,340.42,22.97,System Normal
2004-01-05 21:35:00,42.273,2700.0,75.241,120.41,0.35638,80.133,65.975,341.4,15.71,System Normal
2004-01-05 21:36:00,42.44,2700.8,74.828,120.4,0.32437,80.165,65.949,341.11,2.51,System Normal
2004-01-05 21:37:00,42.354,2703.3,74.009,120.4,0.32699,80.431,65.988,341.24,16.48,System Normal
2004-01-05 21:38:00,42.407,2705.5,74.82,120.42,0.36679,80.665,66.088,341.21,82.18,ACTION: Inform shift supervisor of the deviation.
2004-01-05 21:39:00,42.581,2699.1,75.374,120.41,0.36903,80.287,66.154,340.96,9.62,System Normal
2004-01-05 21:40:00,42.062,2695.3,74.36,120.39,0.36352,79.999,66.095,340.54,26.01,System Normal
2004-01-05 21:41:00,41.966,2696.4,74.543,120.41,0.36413,80.072,66.02,340.66,12.43,System Normal
2004-01-05 21:42:00,42.227,2698.0,74.862,120.38,0.35281,80.213,65.991,340.79,5.93,System Normal
2004-01-05 21:43:00,41.963,2697.9,73.233,120.44,0.34916,80.283,66.018,341.29,100.0,ACTION: Cross-reference with historical data for similar events.
2004-01-05 21:44:00,42.29,2699.9,75.42,120.39,0.33653,80.28,66.012,340.6,2.11,System Normal
2004-01-05 21:45:00,42.852,2700.7,75.406,120.42,0.34097,80.185,66.019,341.15,4.24,System Normal
2004-01-05 21:46:00,42.103,2702.7,74.681,120.4,0.32671,80.198,65.985,341.96,6.95,System Normal
2004-01-05 21:47:00,42.072,2705.6,74.511,120.39,0.3286,80.413,66.001,341.41,22.16,System Normal
2004-01-05 21:48:00,42.557,2705.1,74.383,120.4,0.32909,80.29,66.068,342.02,8.16,System Normal
2004-01-05 21:49:00,42.544,2704.2,74.894,120.37,0.3292,80.012,65.978,342.5,6.9,System Normal
2004-01-05 21:50:00,42.58,2704.5,74.882,120.38,0.34757,79.939,65.894,342.18,4.15,System Normal
2004-01-05 21:51:00,42.102,2705.1,75.312,120.4,0.3503,79.997,65.822,341.95,11.77,System Normal
2004-01-05 21:52:00,42.238,2706.9,73.936,120.4,0.33704,80.049,65.806,342.17,0.24,System Normal
2004-01-05 21:53:00,42.79,2708.0,75.068,120.41,0.3384,80.204,65.805,342.61,24.72,System Normal
2004-01-05 21:54:00,42.281,2708.5,74.743,120.44,0.32985,80.359,65.868,342.38,1.45,System Normal
2004-01-05 21:55:00,42.088,2705.8,75.982,120.42,0.3268,80.265,65.888,342.46,33.21,System Normal
2004-01-05 21:56:00,42.489,2702.2,74.543,120.39,0.33044,79.914,65.812,342.1,5.57,System Normal
2004-01-05 21:57:00,42.344,2704.2,76.06,120.43,0.33155,79.892,65.728,342.38,85.38,ACTION: Cross-reference with historical data for similar events.
2004-01-05 21:58:00,42.115,2702.5,75.405,120.38,0.34034,79.995,65.687,342.19,9.49,System Normal
2004-01-05 21:59:00,42.513,2703.8,75.605,120.42,0.34037,80.024,65.679,342.7,11.4,System Normal
2004-01-05 22:00:00,42.517,2705.2,74.238,120.39,0.31401,80.116,65.691,342.19,15.72,System Normal
2004-01-05 22:01:00,42.599,2709.1,75.264,120.41,0.3165,80.371,65.753,342.33,37.76,System Normal
2004-01-05 22:02:00,42.501,2705.7,75.974,120.39,0.35017,80.154,65.751,342.38,12.53,System Normal
2004-01-05 22:03:00,42.399,2703.9,74.336,120.38,0.35176,79.981,65.734,342.46,15.01,System Normal
2004-01-05 22:04:00,42.373,2705.5,76.186,120.37,0.34871,80.219,65.709,342.5,12.65,System Normal
2004-01-05 22:05:00,42.538,2702.4,75.143,120.43,0.35104,79.92,65.712,341.79,5.93,System Normal
2004-01-05 22:06:00,42.424,2702.6,75.168,120.36,0.34714,79.94,65.643,341.98,8.5,System Normal
2004-01-05 22:07:00,42.345,2704.9,74.133,120.43,0.34627,80.074,65.615,342.24,2.81,System Normal
2004-01-05 22:08:00,42.367,2707.1,75.375,120.4,0.33641,80.302,65.633,341.66,10.14,System Normal
2004-01-05 22:09:00,42.519,2705.5,75.179,120.39,0.33677,80.049,65.626,341.43,2.49,System Normal
2004-01-05 22:10:00,42.058,2707.0,74.846,120.39,0.34699,80.145,65.631,341.57,12.65,System Normal
2004-01-05 22:11:00,42.352,2706.7,75.103,120.42,0.3483,80.149,65.618,341.55,13.63,System Normal
2004-01-05 22:12:00,42.115,2705.3,74.895,120.41,0.34984,80.051,65.638,341.68,5.63,System Normal
2004-01-05 22:13:00,42.131,2705.9,76.043,120.41,0.35275,80.081,65.602,341.23,6.33,System Normal
2004-01-05 22:14:00,42.46,2707.1,76.084,120.42,0.3169,80.185,65.623,341.23,18.32,System Normal
2004-01-05 22:15:00,42.65,2708.1,74.629,120.4,0.3165,80.21,65.646,341.18,5.26,System Normal
2004-01-05 22:16:00,42.138,2706.1,75.563,120.43,0.34924,80.036,65.642,341.25,19.46,System Normal
2004-01-05 22:17:00,42.55,2703.7,75.486,120.38,0.35317,79.97,65.618,340.72,16.99,System Normal
2004-01-05 22:18:00,42.266,2707.8,75.353,120.43,0.34645,80.264,65.647,340.84,7.65,System Normal
2004-01-05 22:19:00,42.49,2705.6,75.244,120.37,0.34854,80.051,65.693,340.54,12.09,System Normal
2004-01-05 22:20:00,42.59,2704.0,74.195,120.4,0.32733,79.91,65.646,340.67,1.41,System Normal
2004-01-05 22:21:00,42.525,2706.0,75.022,120.36,0.32764,79.942,65.585,341.11,9.29,System Normal
2004-01-05 22:22:00,41.747,2709.3,74.411,120.42,0.333,80.168,65.608,341.75,1.44,System Normal
2004-01-05 22:23:00,42.528,2712.9,74.919,120.36,0.32959,80.314,65.66,341.24,21.19,System Normal
2004-01-05 22:24:00,42.122,2713.6,74.918,120.41,0.32592,80.287,65.686,341.45,22.17,System Normal
2004-01-05 22:25:00,42.337,2711.8,74.794,120.39,0.32618,80.009,65.682,341.78,15.57,System Normal
2004-01-05 22:26:00,42.47,2710.7,74.937,120.4,0.32083,79.964,65.603,341.61,0.81,System Normal
2004-01-05 22:27:00,42.642,2710.5,73.905,120.45,0.31776,79.938,65.543,341.68,40.47,System Normal
2004-01-05 22:28:00,42.198,2708.5,75.752,120.41,0.33112,79.852,65.487,341.39,4.55,System Normal
2004-01-05 22:29:00,42.421,2709.1,75.421,120.41,0.32875,80.06,65.476,341.23,14.05,System Normal
2004-01-05 22:30:00,42.079,2708.4,75.462,120.4,0.31429,80.01,65.477,341.55,13.69,System Normal
2004-01-05 22:31:00,42.511,2705.7,74.18,120.4,0.31339,79.962,65.522,341.13,7.45,System Normal
2004-01-05 22:32:00,42.235,2706.1,74.877,120.39,0.32069,80.115,65.519,340.97,24.23,System Normal
2004-01-05 22:33:00,42.486,2707.5,74.905,120.38,0.32276,80.341,65.655,340.79,24.26,System Normal
2004-01-05 22:34:00,42.451,2704.0,74.471,120.39,0.34008,80.163,65.686,340.7,4.44,System Normal
2004-01-05 22:35:00,42.155,2702.8,75.804,120.4,0.34102,79.944,65.672,340.72,18.56,System Normal
2004-01-05 22:36:00,42.319,2701.0,74.584,120.38,0.32129,79.941,65.636,341.11,4.1,System Normal
2004-01-05 22:37:00,42.241,2700.2,75.367,120.38,0.32143,79.915,65.628,340.92,20.9,System Normal
2004-01-05 22:38:00,42.282,2702.9,75.587,120.39,0.32749,80.261,65.655,340.58,2.33,System Normal
2004-01-05 22:39:00,42.055,2703.3,74.789,120.39,0.32943,80.431,65.75,339.99,13.85,System Normal
2004-01-05 22:40:00,42.171,2700.3,75.04,120.38,0.34848,80.211,65.81,340.05,5.15,System Normal
2004-01-05 22:41:00,42.461,2698.6,75.486,120.4,0.34727,79.954,65.789,340.3,7.05,System Normal
2004-01-05 22:42:00,42.238,2699.9,75.593,120.39,0.32447,79.952,65.739,340.27,2.58,System Normal
2004-01-05 22:43:00,42.397,2701.6,75.983,120.42,0.3271,80.102,65.769,339.84,7.28,System Normal
